index,sentence
18921,union wants action to help teachers deal with
18922,us cruise to victory over virgin islands
18923,vic govt labels point nepean lease commonwealth
18924,victim warns against giving evidence to tas sex
18925,victorias crime rate drops
18926,warne charity match against spirit of cricket
18927,warne pulls out of charity match
18928,warne pulls out of charity match amid fresh sex
18929,white eyes sprint double after 100 metres win
18930,wild weather batters ballarat
18931,wild weather lashes east coast
18932,woodford folk festival wins 650000 boost
18933,woolworths reports best profit in 5 years
18934,workplace becomes more dangerous
18935,york park crowd undetered by poor weather
18936,38000 still without power in nsw
18937,abbott admits to creating anti hanson fund
18938,abbott helped fund one nation case businessman says
18939,adelaide re sign mcleod
18940,a g condemns abc for diy bomb report
18941,alp asks abbott to please explain hanson role
18942,alp says childrens release offers hope
18943,ama tells senate to sort indemnity or lose doctors
18944,analyst says australia cant send more troops to
18945,anelka lifts city to the top
18946,archer takes aim at olympics
18947,army chief promises bastardisation crackdown
18948,australia urged to boost defence spending
18949,aviation experts consider air space reform
18950,axa posts 655m half year profit
18951,beating drug running a top priority senator
18952,beattie says phone tower a federal issue
18953,black amputee wins right to matching foot
18954,boycott threat averted as spanish clubs agree tv
18955,brazilian emerson set to join wolves from atletico
18956,bridge decision a load off councils mind
18957,brisbane police investigating stabbing murder
18958,broken hill commercial radio licences sold
18959,bulldogs mourn ware loss
18960,burmas pm stands down
18961,bush administration calls for patience in iraq
18962,business confidence at nine year high
18963,business urged to keep elderly in workforce
18964,call made to establish alcohol institute
18965,cameron to retire following tigers hawks clash
18966,canegrowers hoping for better crop
18967,carnival atmosphere in trendy notting hill
18968,child detention ruling no precedent
18969,clarke soars up world rankings after akron win
18970,clijsters opens us account with convincing win
18971,collins wins world 100m title pittman through to
18972,colston never found guilty historian stresses
18973,company responds to hotel workers strike
18974,computer systems blamed for bushfire response times
18975,council laments cost shifting impact
18976,councillor upset about vandalism costs
18977,councillor wants power water takeover
18978,council reminded to submit reform submissions
18979,councils join regional development push
18980,councils urged to develop tree registers
18981,council to decide on mall markets
18982,council to get precinct management plan
18983,council wants dump guarantee
18984,counselling available to students who witnessed
18985,court approves 97 million gio settlement
18986,court asked for gio settlement go ahead
18987,court backs land council claim to alcoota station
18988,court releases iranian from solitary detention
18989,crocs sign veal to one year deal
18990,customs seize heroin at sydney airport
18991,davenport storms on as rubin falters
18992,delays in the fast rail project could cost govt
18993,detonators found on indian rail track
18994,doctor makes noise over hearing loss
18995,domestic cats target of tasmanian greens bill
18996,dortmund and benfica facing champions league exits
18997,drummond faces charges over track protest
18998,east timor expects tough gas talks
18999,emotional sampras bids final farewell
19000,escaped killer turns himself in
19001,experts warn against complacency over computer
19002,explorer sir wilfred thesiger dead at 93
19003,farmers group welcomes new wheat varieties
19004,federal govt urged to back drought centre plan
19005,ferrari flayed by italian press
19006,fertiliser suppliers urged to report suspicious
19007,fire response times blamed on computer woes
19008,fire season preparation begins
19009,firman back in action tallis returns
19010,firms urged to tackle rugby world cup opportunities
19011,fishing boat chase becomes longest on record
19012,flood watch continues in northern tas
19013,fosters suffers profit loss
19014,fox drops lawsuit against satirist franken
19015,gallop unhappy with peachey send off
19016,gold coast nrl bid pushes ahead
19017,good response to accommodation fire standards
19018,greenpeace airs shale oil reef concerns
19019,group unhappy with time to put sceale bay case
19020,gunnedah uncertainty affects gas tender
19021,hanson supporters to protest at prison
19022,harby williams to pursue netball australia position
19023,harradine welcomes detained childrens release
19024,hayne sacked
19025,hewitt molik through in new york
19026,holland medhurst to front tribunal
19027,human rights groups claim us trying to block icc
19028,huon residents urged to boil water in flood
19029,hussain doubtful for england for fifth test
19030,hydrotherapy pool consultation results looming
19031,immigration dept prepares to deport 20 iranians
19032,india blames religious tensions for mumbai blasts
19033,indian govt claims islamic group may be behind
19034,inexperienced wales seek morale boost
19035,insecurity surrounding water security
19036,international campaign to commemorate eureka
19037,iranian interrogators charged over canadian
19038,israel hands over bodies of hezbollah fighters
19039,israeli imposes jenin curfew
19040,iverson leads us to victory over canada
19041,ivory coast rebels kill 2 french soldiers
19042,jellyfish infestation closes darwins lake alexander
